date,feature_index,avg(band_0)
2022-07-03T00:00:00.000Z,2,0.35413532655314983
2022-07-03T00:00:00.000Z,1,0.8969568091132213
2022-07-06T00:00:00.000Z,0,0.840662265205565
2022-07-06T00:00:00.000Z,1,0.9047002729896991
2022-08-25T00:00:00.000Z,0,0.8034686142355393
2022-08-27T00:00:00.000Z,0,0.7656971756324953
2022-08-27T00:00:00.000Z,2,0.30187592133914026
2022-08-27T00:00:00.000Z,1,0.7833970757753321
2022-08-25T00:00:00.000Z,2,0.3119011692457052
2022-08-25T00:00:00.000Z,1,0.8234297790292993
2022-09-06T00:00:00.000Z,2,0.32981252938687694
2022-09-06T00:00:00.000Z,1,
2022-09-06T00:00:00.000Z,0,0.691932894713851
2022-10-04T00:00:00.000Z,2,0.3573376077391845
2022-10-06T00:00:00.000Z,1,0.7567510144306397
2022-10-04T00:00:00.000Z,0,0.37890430221967625
2022-10-06T00:00:00.000Z,0,0.3303792094353991
2022-10-04T00:00:00.000Z,1,0.8290642862264425
2022-10-06T00:00:00.000Z,2,0.3711787364531542
2022-12-28T00:00:00.000Z,2,
2022-12-28T00:00:00.000Z,1,0.6317823495518724
2022-12-28T00:00:00.000Z,0,0.15771049037179413
2022-01-24T00:00:00.000Z,0,0.19229216141990815
2022-01-27T00:00:00.000Z,2,
2022-01-24T00:00:00.000Z,1,0.6296418470287917
2022-01-24T00:00:00.000Z,2,0.32039869849880537
2022-06-26T00:00:00.000Z,2,0.3752216930790855
2022-06-28T00:00:00.000Z,2,0.32657274964194216
2022-06-28T00:00:00.000Z,0,0.7675429603327171
2022-06-26T00:00:00.000Z,0,0.6534271801544529
2022-06-28T00:00:00.000Z,1,0.9208639509756004
2022-09-16T00:00:00.000Z,1,0.7324430146622157
2022-09-16T00:00:00.000Z,0,0.5971737747997419
2022-09-16T00:00:00.000Z,2,0.6012908805693898
2022-12-05T00:00:00.000Z,0,
2022-12-05T00:00:00.000Z,1,0.07557353690482568
2022-12-05T00:00:00.000Z,2,
2022-02-08T00:00:00.000Z,0,0.20074500183354835
2022-02-08T00:00:00.000Z,1,0.6763431759520401
2022-02-08T00:00:00.000Z,2,0.34312834859932206
2022-09-21T00:00:00.000Z,1,0.8526212856952265
2022-09-21T00:00:00.000Z,0,0.5454102231538622
2022-09-21T00:00:00.000Z,2,0.3668177908937691
2021-10-21T00:00:00.000Z,2,0.3967651128098781
2021-10-21T00:00:00.000Z,0,0.4260818886547151
2021-10-21T00:00:00.000Z,1,0.7908248395381373
2022-12-10T00:00:00.000Z,2,
2022-12-10T00:00:00.000Z,0,
2022-12-10T00:00:00.000Z,1,0.35633292869906286
2020-02-12T00:00:00.000Z,2,0.350345783003893
2020-02-14T00:00:00.000Z,1,
2020-02-12T00:00:00.000Z,1,0.6050849073811378
2020-02-14T00:00:00.000Z,2,0.37453338463012487
2020-02-12T00:00:00.000Z,0,0.24700384957780788
2020-02-14T00:00:00.000Z,0,
2020-03-08T00:00:00.000Z,0,
2020-03-08T00:00:00.000Z,2,0.30927458112918
2020-04-09T00:00:00.000Z,1,0.7590119949795247
2020-04-09T00:00:00.000Z,0,0.15514860920202148
2020-04-09T00:00:00.000Z,2,0.3480846212723213
2020-04-29T00:00:00.000Z,0,0.6631450007359186
2020-04-29T00:00:00.000Z,2,0.44203804286591936
2020-05-24T00:00:00.000Z,1,0.884525043900472
2020-05-24T00:00:00.000Z,0,0.49604502225644126
2020-05-24T00:00:00.000Z,2,0.37365867051113794
2020-06-28T00:00:00.000Z,0,0.5196500496970452
2020-06-28T00:00:00.000Z,1,0.8743327020317349
2020-06-28T00:00:00.000Z,2,0.35463945625471877
2020-07-31T00:00:00.000Z,0,0.8119331256849849
2020-07-31T00:00:00.000Z,2,0.3291022665317538
2020-07-31T00:00:00.000Z,1,0.8635639808638258
2020-09-09T00:00:00.000Z,1,0.8732487475391071
2020-09-09T00:00:00.000Z,2,0.3495434393214467
2020-09-09T00:00:00.000Z,0,0.724391388818527
2020-10-16T00:00:00.000Z,1,0.39648849377249695
2020-12-18T00:00:00.000Z,2,0.23238782403505828
2020-12-18T00:00:00.000Z,0,
2020-12-18T00:00:00.000Z,1,
2021-03-28T00:00:00.000Z,1,0.6242152944072873
2021-03-28T00:00:00.000Z,0,0.20734354087994417
2021-03-28T00:00:00.000Z,2,0.34968859883415343
2021-04-17T00:00:00.000Z,1,0.7231463643392272
2021-04-17T00:00:00.000Z,2,0.35356836123013957
2021-04-17T00:00:00.000Z,0,0.1677963424594347
2021-06-16T00:00:00.000Z,1,0.9006815760754777
2021-06-16T00:00:00.000Z,2,0.37681698485885873
2021-06-16T00:00:00.000Z,0,0.23588874739264157
2021-07-01T00:00:00.000Z,2,
2021-07-01T00:00:00.000Z,1,0.7632166206982433
2021-07-01T00:00:00.000Z,0,0.46143376827924787
2021-12-23T00:00:00.000Z,0,0.18688181715382055
2021-12-23T00:00:00.000Z,2,0.33250188427435096
2021-12-23T00:00:00.000Z,1,
2022-02-13T00:00:00.000Z,0,0.1800995910654759
2022-02-13T00:00:00.000Z,2,0.3173691164289783
2022-02-13T00:00:00.000Z,1,0.6181715158485895
2022-03-28T00:00:00.000Z,0,0.16973293083079868
2022-03-25T00:00:00.000Z,2,0.3284155681292867
2022-03-28T00:00:00.000Z,2,0.3376862097229135
2022-03-25T00:00:00.000Z,1,0.5832031604932506
2022-03-25T00:00:00.000Z,0,0.15500632581670487
2022-03-28T00:00:00.000Z,1,0.5835685831706814
2022-07-11T00:00:00.000Z,0,0.8697560271587775
2022-07-13T00:00:00.000Z,0,0.8598017776221085
2022-07-13T00:00:00.000Z,2,0.3409299136455621
2022-07-11T00:00:00.000Z,2,0.3734566562901839
2022-07-11T00:00:00.000Z,1,0.9151054177863985
2022-07-13T00:00:00.000Z,1,0.9101345688387078
2022-09-19T00:00:00.000Z,2,0.3863162107085225
2022-09-19T00:00:00.000Z,1,0.8600315807183971
2022-09-19T00:00:00.000Z,0,0.6143723043807239
2022-10-16T00:00:00.000Z,0,0.3037967894097228
2022-10-16T00:00:00.000Z,1,0.8311825975666775
2022-10-16T00:00:00.000Z,2,0.3820439315765299
2020-04-02T00:00:00.000Z,2,0.3280663454898279
2020-04-02T00:00:00.000Z,0,0.15276624515064272
2020-04-02T00:00:00.000Z,1,0.5988916958723196
2020-05-12T00:00:00.000Z,0,
2020-07-18T00:00:00.000Z,2,0.33903685660441696
2020-07-18T00:00:00.000Z,1,0.8972944579826859
2020-07-18T00:00:00.000Z,0,0.7646586002081595
2020-11-05T00:00:00.000Z,2,0.15905053892025822
2020-11-05T00:00:00.000Z,1,0.5092141065148367
2020-11-05T00:00:00.000Z,0,0.17307321771097564
2021-01-24T00:00:00.000Z,0,0.21681462093263815
